capital_prestado,plazo_meses,edad_cliente,salario_cliente,total_otros_prestamos,cuota_pactada,puntaje,puntaje_datacredito,cant_creditosvigentes,huella_consulta,saldo_mora,saldo_total,saldo_principal,saldo_mora_codeudor,creditos_sectorFinanciero,creditos_sectorCooperativo,creditos_sectorReal,promedio_ingresos_datacredito,anio_prestamo,mes_prestamo,dia_semana_prestamo,ratio_deuda_ingreso,ratio_cuota_ingreso,tipo_laboral_Empleado,tipo_laboral_Independiente,tipo_credito_10,tipo_credito_4,tipo_credito_6,tipo_credito_68,tipo_credito_7,tipo_credito_9,tendencia_ingresos,Pago_atiempo
2969520.0,12.0,61.0,4000000.0,1500000.0,232992.0,95.227787,858.0,5.0,2.0,0.0,67246.0,56774.0,0.0,3.0,0.0,1.0,2005156.8118217797,2024.0,12.0,1.0,0.375,0.058248,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
1798440.0,12.0,52.0,1800000.0,100000.0,140941.0,95.227787,795.0,4.0,2.0,0.0,11296.0,11296.0,0.0,3.0,0.0,1.0,1765398.0,2025.0,1.0,2.0,0.05555555555555555,0.07830055555555555,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
2760000.0,12.0,43.0,2500000.0,800000.0,216838.0,95.227787,861.0,3.0,0.0,0.0,30260.0,30260.0,0.0,1.0,2.0,0.0,2005156.8118217797,2025.0,2.0,6.0,0.32,0.0867352,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
4344000.0,6.0,43.0,20000000.0,10000000.0,645827.0,95.227787,838.0,5.0,1.0,0.0,4223.0,4223.0,0.0,2.0,1.0,1.0,1000000.0,2025.0,4.0,4.0,0.5,0.03229135,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
1131900.0,6.0,34.0,1500000.0,480000.0,168281.0,95.227787,847.0,2.0,3.0,0.0,35.0,35.0,0.0,1.0,0.0,0.0,959344.0,2025.0,6.0,0.0,0.32,0.11218733333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
1200000.0,6.0,68.0,4000000.0,2500000.0,178476.0,49.161959,766.0,4.0,3.0,0.0,7506.0,7506.0,0.0,1.0,0.0,0.0,2005156.8118217797,2025.0,6.0,6.0,0.625,0.044619,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0
3360000.0,6.0,50.0,3580000.0,1155000.0,505742.0,95.227787,922.0,5.0,4.0,0.0,41186.0,41186.0,0.0,4.0,1.0,0.0,969508.0,2025.0,8.0,3.0,0.3226256983240223,0.14126871508379887,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
2672400.0,12.0,42.0,6000000.0,2000000.0,209955.0,95.227787,798.0,6.0,1.0,0.0,29601.0,29601.0,0.0,4.0,0.0,0.0,2005156.8118217797,2025.0,2.0,5.0,0.3333333333333333,0.0349925,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
878880.0,5.0,49.0,5000000.0,2000000.0,142664.0,95.227787,820.0,13.0,12.0,0.0,36418.0,18861.0,0.0,6.0,0.0,4.0,941789.0,2025.0,4.0,2.0,0.4,0.0285328,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
878880.0,11.0,45.0,5000000.0,2000000.0,68496.0,95.227787,732.0,9.0,13.0,0.0,41386.0,41386.0,0.0,3.0,1.0,4.0,925157.0,2025.0,3.0,2.0,0.4,0.0136992,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
1269000.0,3.0,46.0,5000000.0,2000000.0,337095.0,95.227787,811.0,5.0,6.0,0.0,54767.0,54767.0,0.0,1.0,0.0,2.0,32826.0,2025.0,6.0,6.0,0.4,0.067419,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
7200000.0,12.0,60.0,12000000.0,3000000.0,570791.0,95.227787,781.0,4.0,4.0,0.0,73341.0,73341.0,0.0,2.0,0.0,2.0,950105.0,2025.0,6.0,4.0,0.25,0.047565916666666666,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
821208.0,2.0,61.0,5000000.0,2000000.0,323844.0,46.387527,853.0,7.0,3.0,0.0,29344.0,29344.0,0.0,5.0,0.0,1.0,66667.0,2025.0,4.0,5.0,0.4,0.0647688,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
3191760.0,6.0,62.0,8000000.0,4000000.0,472442.0,-4.158836,810.0,15.0,4.0,0.0,311060.0,311060.0,0.0,6.0,0.0,5.0,2005156.8118217797,2024.0,11.0,3.0,0.5,0.05905525,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0
1604400.0,5.0,56.0,5000000.0,2000000.0,260433.0,40.818275,797.0,6.0,7.0,0.0,57902.0,55711.0,0.0,3.0,1.0,2.0,933473.0,2025.0,5.0,6.0,0.4,0.0520866,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0
1650000.0,12.0,44.0,1400000.0,700000.0,129621.0,95.227787,868.0,8.0,3.0,0.0,5201.0,5201.0,0.0,2.0,1.0,0.0,1204496.0,2025.0,2.0,3.0,0.5,0.09258642857142857,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
1749600.0,6.0,50.0,4000000.0,1500000.0,260027.0,-11.093652,784.0,4.0,2.0,0.0,14981.0,14981.0,0.0,2.0,0.0,0.0,2005156.8118217797,2025.0,4.0,2.0,0.375,0.06500675,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0
1269000.0,5.0,40.0,5000000.0,2000000.0,205990.0,95.227787,749.0,6.0,7.0,0.0,28101.0,28101.0,0.0,3.0,0.0,3.0,2005156.8118217797,2025.0,4.0,5.0,0.4,0.041198,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
4944000.0,6.0,51.0,30000000.0,10000000.0,732474.0,95.227787,863.0,9.0,12.0,0.0,228980.0,228980.0,0.0,7.0,0.0,1.0,2345454.0,2025.0,1.0,5.0,0.3333333333333333,0.0244158,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
1029024.0,6.0,63.0,8370000.0,489000.0,154111.0,89.2295,872.0,5.0,8.0,0.0,44108.0,44108.0,0.0,3.0,0.0,0.0,2005156.8118217797,2025.0,8.0,1.0,0.05842293906810036,0.018412305854241338,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
1200000.0,6.0,57.0,3000000.0,1000000.0,166667.0,95.227787,780.0,1.0,2.0,0.0,141.0,141.0,0.0,0.0,0.0,0.0,6703319.0,2025.0,1.0,1.0,0.3333333333333333,0.05555566666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
8650000.0,6.0,50.0,8470000.0,2724000.0,1301985.0,95.227787,812.0,7.0,3.0,0.0,102377.0,11843.0,0.0,4.0,0.0,2.0,333135.0,2025.0,8.0,0.0,0.32160566706021254,0.1537172373081464,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1905154.0,6.0,46.0,5000000.0,2000000.0,282256.0,95.227787,798.0,8.0,1.0,0.0,13222.0,10659.0,0.0,0.0,3.0,0.0,2005156.8118217797,2025.0,1.0,3.0,0.4,0.0564512,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
2301030.0,10.0,42.0,10600000.0,0.0,213136.0,95.227787,782.0,8.0,5.0,0.0,63456.0,63456.0,0.0,3.0,0.0,4.0,2005156.8118217797,2025.0,4.0,5.0,0.0,0.020107169811320755,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
1199880.0,6.0,39.0,1200000.0,500000.0,178377.0,95.227787,834.0,3.0,0.0,0.0,39.0,39.0,0.0,1.0,0.0,0.0,1023333.0,2025.0,4.0,1.0,0.4166666666666667,0.1486475,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
1806840.0,6.0,62.0,1100000.0,500000.0,268172.0,95.227787,812.0,5.0,0.0,0.0,797.0,797.0,0.0,2.0,0.0,0.0,1136219.0,2024.0,12.0,5.0,0.45454545454545453,0.24379272727272727,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
1499640.0,12.0,57.0,4000000.0,1400000.0,117664.0,95.227787,828.0,8.0,2.0,0.0,79078.0,58662.0,0.0,3.0,1.0,1.0,908526.0,2025.0,1.0,4.0,0.35,0.029416,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
3516000.0,6.0,53.0,10000000.0,3000000.0,522198.0,95.227787,724.0,5.0,3.0,0.0,235751.0,235751.0,0.0,2.0,0.0,2.0,916841.0,2025.0,2.0,0.0,0.3,0.0522198,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
2014699.0,10.0,55.0,1400000.0,600000.0,186892.0,95.227787,800.0,1.0,2.0,0.0,1409.0,1409.0,0.0,0.0,0.0,1.0,2005156.8118217797,2025.0,2.0,1.0,0.42857142857142855,0.1334942857142857,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
1084187.0,5.0,59.0,4000000.0,2000000.0,175581.0,95.227787,677.0,3.0,0.0,132.0,15286.0,15286.0,0.2600019659884007,2.0,0.0,1.0,2005156.8118217797,2024.0,12.0,3.0,0.5,0.04389525,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
3350161.0,12.0,38.0,3500000.0,500000.0,263530.0,95.227787,856.0,4.0,4.0,0.0,56602.0,56602.0,0.0,2.0,0.0,0.0,3118405.0,2025.0,2.0,2.0,0.14285714285714285,0.07529428571428572,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
5230200.0,12.0,42.0,5000000.0,1000000.0,410396.0,95.227787,820.0,7.0,2.0,0.0,668.0,668.0,0.0,1.0,0.0,2.0,908526.0,2024.0,12.0,2.0,0.2,0.0820792,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
2254020.0,6.0,42.0,6000000.0,2200000.0,335012.0,58.597591,772.0,5.0,9.0,0.0,36004.0,995.0,0.0,2.0,0.0,0.0,908526.0,2025.0,3.0,5.0,0.36666666666666664,0.055835333333333334,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1269000.0,7.0,41.0,5000000.0,2000000.0,150036.0,95.227787,734.0,23.0,5.0,0.0,222010.0,222010.0,0.0,13.0,0.0,6.0,3917774.0,2025.0,5.0,4.0,0.4,0.0300072,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
1712500.0,12.0,41.0,4000000.0,3000000.0,134764.0,95.227787,758.0,7.0,9.0,0.0,37776.0,18957.0,0.0,4.0,0.0,1.0,294430.0,2025.0,4.0,4.0,0.75,0.033691,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
442560.0,2.0,47.0,5000000.0,2000000.0,174626.0,95.227787,757.0,1.0,8.0,0.0,53.0,53.0,0.0,0.0,0.0,1.0,2005156.8118217797,2025.0,5.0,2.0,0.4,0.0349252,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
2019600.0,6.0,64.0,3000000.0,1000000.0,299446.0,95.227787,874.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1033825.0,2025.0,8.0,6.0,0.3333333333333333,0.09981533333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
3600000.0,8.0,55.0,3000000.0,2000000.0,413020.0,95.227787,814.0,5.0,3.0,0.0,8817.0,8817.0,0.0,2.0,0.0,2.0,2005156.8118217797,2025.0,7.0,4.0,0.6666666666666666,0.13767333333333334,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
636000.0,6.0,65.0,954263.0,1127000.0,95739.0,95.227787,868.0,5.0,9.0,0.0,16556.0,16556.0,0.0,5.0,0.0,0.0,954263.0,2025.0,8.0,6.0,1.181016134964889,0.10032768744046452,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
3810308.0,12.0,55.0,3000000.0,1000000.0,297986.0,95.227787,788.0,9.0,3.0,0.0,51322.0,51322.0,0.0,2.0,1.0,4.0,992011.0,2024.0,12.0,0.0,0.3333333333333333,0.09932866666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1534020.0,6.0,53.0,2090000.0,0.0,230921.0,95.227787,782.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005156.8118217797,2025.0,8.0,0.0,0.0,0.11048851674641148,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
3661855.0,6.0,61.0,15000000.0,3000000.0,545699.0,84.730786,805.0,5.0,6.0,0.0,34467.0,34467.0,0.0,4.0,0.0,0.0,2005156.8118217797,2025.0,5.0,0.0,0.2,0.036379933333333336,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
1929480.0,6.0,49.0,6800000.0,2500000.0,286841.0,95.227787,801.0,6.0,3.0,0.0,82874.0,82874.0,0.0,4.0,0.0,1.0,31156.0,2025.0,4.0,5.0,0.36764705882352944,0.0421825,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
1269000.0,5.0,65.0,5000000.0,2000000.0,205990.0,-15.473246,871.0,4.0,8.0,0.0,115382.0,115382.0,0.0,2.0,0.0,1.0,2005156.8118217797,2025.0,4.0,2.0,0.4,0.041198,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0
3586916.0,9.0,41.0,3800000.0,1600000.0,335308.0,95.227787,723.0,18.0,3.0,0.0,86990.0,86990.0,0.0,15.0,0.0,2.0,2021403.0,2025.0,2.0,3.0,0.42105263157894735,0.08823894736842106,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
878880.0,3.0,60.0,5000000.0,2000000.0,233237.0,95.227787,831.0,2.0,2.0,0.0,89.0,89.0,0.0,0.0,0.0,1.0,2630127.0,2025.0,3.0,3.0,0.4,0.0466474,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1269000.0,5.0,41.0,5000000.0,2000000.0,205990.0,89.2295,751.0,11.0,5.0,0.0,38278.0,38278.0,0.0,7.0,0.0,1.0,1043410.0,2025.0,4.0,2.0,0.4,0.041198,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
878880.0,2.0,38.0,4000000.0,2000000.0,346587.0,95.227787,779.0,10.0,7.0,0.0,100471.0,100471.0,0.0,5.0,1.0,2.0,931394.0,2025.0,4.0,5.0,0.5,0.08664675,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
2349480.0,12.0,56.0,5000000.0,1200000.0,184891.0,95.227787,867.0,2.0,3.0,0.0,4701.0,4701.0,0.0,1.0,1.0,0.0,908526.0,2025.0,4.0,6.0,0.24,0.0369782,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
719785.0,8.0,50.0,5000000.0,2000000.0,75201.0,91.410695,794.0,9.0,8.0,0.0,50113.0,50113.0,0.0,5.0,1.0,2.0,954263.0,2025.0,7.0,3.0,0.4,0.0150402,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
3105240.0,6.0,43.0,10000000.0,5000000.0,460102.0,89.979287,769.0,10.0,5.0,0.0,25909.0,23476.0,0.0,4.0,0.0,1.0,1516832.0,2025.0,1.0,6.0,0.5,0.0460102,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
821208.0,2.0,20.0,5000000.0,2000000.0,324034.0,95.227787,767.0,7.0,4.0,0.0,21034.0,18993.0,0.0,2.0,0.0,3.0,954263.0,2025.0,5.0,6.0,0.4,0.0648068,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
3931081.0,12.0,65.0,12000000.0,2500000.0,272992.0,95.227787,878.0,4.0,2.0,0.0,157.0,157.0,0.0,2.0,0.0,0.0,916148.0,2025.0,1.0,4.0,0.20833333333333334,0.022749333333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
1269000.0,2.0,53.0,5000000.0,2000000.0,500578.0,95.227787,819.0,7.0,10.0,0.0,24602.0,21367.0,0.0,4.0,0.0,2.0,933473.0,2025.0,5.0,5.0,0.4,0.1001156,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
779880.0,24.0,65.0,1500000.0,350000.0,34172.0,95.227787,811.0,4.0,1.0,0.0,2648.0,2648.0,0.0,0.0,0.0,1.0,2005156.8118217797,2025.0,2.0,5.0,0.23333333333333334,0.022781333333333334,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
3279120.0,12.0,62.0,15000000.0,6000000.0,227717.0,95.227787,883.0,5.0,3.0,0.0,1477.0,1477.0,0.0,4.0,0.0,0.0,14708111.0,2025.0,1.0,2.0,0.4,0.015181133333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
1633020.0,6.0,51.0,5000000.0,2000000.0,242783.0,95.227787,865.0,7.0,3.0,0.0,31165.0,31165.0,0.0,5.0,0.0,1.0,939017.0,2025.0,5.0,4.0,0.4,0.0485566,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
2909441.0,10.0,65.0,5000000.0,3000000.0,246765.0,95.227787,430.0,13.0,2.0,366.0,50549.0,50549.0,0.0,10.0,0.0,2.0,2005156.8118217797,2025.0,1.0,2.0,0.6,0.049353,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
2113460.0,10.0,45.0,3000000.0,1500000.0,179725.0,95.227787,841.0,6.0,2.0,0.0,15726.0,15726.0,0.0,2.0,1.0,1.0,939017.0,2025.0,5.0,6.0,0.5,0.059908333333333334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
2340000.0,12.0,37.0,3100000.0,200000.0,183599.0,95.227787,737.0,3.0,10.0,0.0,27267.0,27267.0,0.0,2.0,0.0,0.0,3021448.0,2025.0,1.0,5.0,0.06451612903225806,0.059225483870967745,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
2079050.0,9.0,67.0,3000000.0,1200000.0,194165.0,95.227787,876.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,908526.0,2025.0,2.0,0.0,0.4,0.06472166666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
677718.0,10.0,68.0,0.0,0.0,57390.0,95.227787,799.0,1.0,1.0,0.0,71240.0,71240.0,0.0,1.0,0.0,0.0,2711627.0,2024.0,12.0,4.0,0.6851855099496676,0.09467419716913021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
3511210.0,10.0,66.0,9230000.0,4988000.0,302040.0,95.227787,820.0,14.0,3.0,0.0,163618.0,163618.0,0.0,10.0,0.0,0.0,969508.0,2025.0,9.0,2.0,0.5404117009750813,0.032723726977248103,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
4949838.0,11.0,45.0,4000000.0,2000000.0,389741.0,92.228643,868.0,7.0,2.0,0.0,65631.0,65631.0,0.0,3.0,2.0,0.0,923771.0,2025.0,3.0,3.0,0.5,0.09743525,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
2407514.0,10.0,67.0,2000000.0,1500000.0,204194.0,95.227787,761.0,4.0,0.0,0.0,29817.0,29817.0,0.2600019659884007,2.0,0.0,2.0,2005156.8118217797,2025.0,1.0,2.0,0.75,0.102097,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
878880.0,8.0,63.0,5000000.0,2000000.0,91585.0,95.227787,819.0,8.0,3.0,0.0,157476.0,108281.0,0.0,1.0,3.0,4.0,2005156.8118217797,2025.0,2.0,5.0,0.4,0.018317,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
1653325.0,9.0,43.0,2000000.0,1700000.0,154185.0,95.227787,789.0,1.0,2.0,0.0,39.0,39.0,0.0,0.0,0.0,0.0,2005156.8118217797,2024.0,12.0,2.0,0.85,0.0770925,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
4541006.0,9.0,42.0,5000000.0,2000000.0,424091.0,95.227787,823.0,3.0,2.0,0.0,35257.0,18477.0,0.0,1.0,1.0,0.0,30285.0,2025.0,1.0,4.0,0.4,0.0848182,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
3623280.0,6.0,43.0,605733.0,3797000.0,542685.0,95.227787,805.0,3.0,4.0,0.0,49124.0,49124.0,0.0,0.0,0.0,3.0,605733.0,2025.0,8.0,0.0,6.268438404379487,0.8959145366027607,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
2896402.0,9.0,41.0,5500000.0,2500000.0,270499.0,95.227787,853.0,14.0,5.0,0.0,190093.0,19999.0,0.0,12.0,0.0,1.0,1755606.0,2025.0,1.0,6.0,0.45454545454545453,0.049181636363636365,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
4032000.0,6.0,38.0,1000000.0,1158000.0,603902.0,89.979287,760.0,4.0,1.0,0.0,31320.0,31320.0,0.0,1.0,1.0,1.0,1000000.0,2025.0,7.0,1.0,1.158,0.603902,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
1582800.0,6.0,63.0,1750000.0,342000.0,243484.0,95.227787,792.0,2.0,6.0,0.0,812.0,812.0,0.0,1.0,0.0,1.0,1013333.0,2026.0,1.0,4.0,0.19542857142857142,0.13913371428571428,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
1183716.0,9.0,62.0,3500000.0,2000000.0,110549.0,95.227787,889.0,3.0,2.0,0.0,18080.0,18080.0,0.0,1.0,0.0,2.0,2005156.8118217797,2025.0,2.0,5.0,0.5714285714285714,0.03158542857142857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
3417371.0,9.0,42.0,10000000.0,4000000.0,319458.0,95.227787,771.0,7.0,5.0,0.0,9950.0,9950.0,0.0,0.0,0.0,5.0,2128000.0,2025.0,2.0,6.0,0.4,0.0319458,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
3019130.0,9.0,42.0,6000000.0,5500000.0,282366.0,95.227787,834.0,7.0,4.0,0.0,66544.0,66544.0,0.0,5.0,0.0,1.0,1242500.0,2025.0,3.0,3.0,0.9166666666666666,0.047061,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
2642704.0,10.0,47.0,3500000.0,2000000.0,224966.0,95.227787,830.0,3.0,4.0,0.0,21939.0,21939.0,0.0,2.0,0.0,1.0,1000000.0,2025.0,6.0,3.0,0.5714285714285714,0.064276,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
5277317.0,9.0,68.0,3500000.0,0.0,493328.0,95.227787,886.0,2.0,3.0,0.0,3681.0,3681.0,0.0,2.0,0.0,0.0,2005156.8118217797,2025.0,3.0,2.0,0.0,0.14095085714285716,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
